207,"
《上海市浦东新区川沙华夏社区单元（PDP0-0701）A01街坊控制性详细规划调整》（草案）
",2013-02-26
208,"
《上海市浦东新区张江镇Z001603单元控制性详细规划A-2、A-3、B-5、B-6、B-7、C-2街坊局部调整》...
",2013-02-19
209,"
《上海市浦东新区洋泾社区C000202编制单元控制性详细规划1-08街坊局部调整（实施深化）》（草案...
",2013-02-07
210,"
《上海市黄浦江沿岸E8E10单元E11街坊控制性详细规划实施方案》（草案）
",2013-02-07
211,"
《浦东新区联洋社区C000302编制单元01-06地块控制性详细规划调整实施深化》（草案）
",2013-01-30
212,"
《上海市浦东新区六里社区Z000402编制单元控制性详细规划局部调整（13街坊实施深化）方案》（草...
",2013-01-24
213,"
《上海市浦东新区民乐大社区PDS3-0201单元控制性详细规划D02、D03等街坊局部调整（实施深化）》...
",2013-01-23
214,"
《上海市浦东新区华洲路营房用地控制性详细规划实施深化》（草案）
",2013-01-10
215,"
《航头镇PDS1-0205单元局部街坊控制性详细规划实施深化》（草案）
",2013-01-09
216,"
《新场历史文化风貌区重点地段修建性详细规划》（草案）
",2012-12-28
217,"
“曹路”天然气高中压调压站专项规划（草案）
",2012-12-27
218,"
黄浦江沿岸E8E10单元控制性详细规划E15、E16街坊局部调整征询公众意见
",2012-12-18
219,"
《上海市浦东新区御桥社区02单元（南汇片）控制性详细规划NH008-NH010街坊局部调整》（草案）
",2012-12-17
220,"
《上海船厂地区详细规划（优化）2E1-1地块局部调整（实施深化）》（草案）
",2012-12-14
221,"
《上海国家信息安全成果产业化基地B-2地块修建性详细规划》（草案）
",2012-12-12
222,"
《浦东新区公交场站设施布局专项规划（2010-2020）》（草案）
",2012-11-20
223,"
《上海市浦东新区惠南老镇区单元局部地块控制性详细规划实施深化》（草案）
",2012-11-16
224,"
《浦东新区张江集镇单元张江高科技园区一期二期居住区控制性详细规划3街坊局部调整方案》（草案...
",2012-11-14
225,"
《上海市浦东新区三林社区Z000701单元03、04街坊控制性详细规划实施深化》（草案）补充公示
",2012-11-08
226,"
《上海市浦东新区三林社区Z000702单元控制性详细规划01街坊实施深化》（草案）
",2012-11-07
227,"
《浦东新区川沙华夏社区单元A01街坊控制性详细规划局部调整》（草案）
",2012-11-07
228,"
《浦东新区张江孙桥社区（含三号动迁基地）控制性详细规划A11A街坊局部调整》（草案）
",2012-10-31
229,"
《浦东新区新场镇01单元控制性详细规划C街坊局部调整实施深化方案》（草案）
",2012-10-26
230,"
《浦东新区联洋社区C000301编制单元控制性详细规划01-10地块实施深化》（草案）
",2012-10-25
231,"
《浦东新区东沟楔形绿地、外高桥新市镇控制性详细规划局部调整》（草案）
",2012-10-19
232,"
《新场旅游综合服务区控制性详细规划（调整）A4街坊局部调整实施深化》（草案）
",2012-10-17
233,"
《浦东新区高东集镇控制性详细规划局部地块调整实施深化》（草案）
",2012-10-16
234,"
《上海市浦东新区三林社区Z000701编制单元03、04街坊控制性详细规划实施深化》（草案）
",2012-10-16
235,"
《上海市浦东新区杨思社区Z000601编制单元04、05街坊控制性详细规划实施深化》（草案）
",2012-10-16
236,"
《周浦中心镇镇区2单元南块控制性详细规划修编》（草案）
",2012-10-11
237,"
《周浦中心镇镇区六号单元控制性详细规划A-8-3、A-8-5、A-8-6地块实施深化》（草案）
",2012-10-11
238,"
《上海市浦东新区御桥社区02单元（南汇片）控制性详细规划NH008-NH010街坊局部调整》（草案）
",2012-10-08
239,"
《御桥路（御水路-经三路）道路红线专项规划》（草案）
",2012-09-28
240,"
《上海市浦东新区惠南镇16单元控制性详细规划》（草案）
",2012-09-07
241,"
《浦东新区曹路大基地南扩区控制性详细规划B08C-18等地块实施深化》（草案）
",2012-09-07
242,"
《上海市浦东新区金桥停车场地块综合利用项目控制性详细规划》（草案）补充公示
",2012-09-06
243,"
《浦东新区航头拓展大型居住社区控制性详细规划局部调整实施深化》（草案）
",2012-09-05
244,"
《浦东新区新场镇01单元控制性详细规划A区街坊局部调整（实施深化）》（草案）
",2012-09-03
245,"
黄浦江南延伸段前滩地区（Z000801单元）控制性详细规划附加图则部分征询公众意见
",2012-08-30
